,fuzz_locations,fuzzed
33393,islington&queenswa,islington&thequeensway
33394,mainstreet&ramona,aines
33395,finch&tiffielde,fincheast&tiffield
33396,foun&ianmacdonald,ianmacdonaldblvd&thechimneystack
33397,acorn&dundasoutsi,acorn&dundaswest
33398,esplana&sherbourne,sherbourne
33399,bathurst&dunblaine,aines
33400,o'connor&victoria,o'connor
33401,oldwestonrd&stee,weston
33402,hospitalrd&wellne,hospital&wellnesswayeast-sunnybrookmainentrance
33403,galsworth&pharmacy,pharmacy
33404,uptown&warden,upton&warden
33405,humber&lovain,humberblvd&louvain
33406,humber&louvaine,humberblvd&louvain
33407,kipling&willie,kipling
33408,collinsgr&kingston,collinsgrove&kingston
33409,crescen&sherbourne,sherbourne
33410,kiping&westhumber,kipling&westhumberblvd
33411,blakemano&markham,markham
33412,colle&queen'spark,college&queen'spark-queen'spark&ion
33413,martingrove&west,martingrove&westhumberblvd
33414,calington&keele,keele
33415,norfinch&steelesw,norfinch
33416,eglinton&winett,eglinton&ion
33417,wilson&windell,wilson
33418,avenua&eglinton,islington
33419,midland&steeled,midland
33420,avenue&belmoral,davean
33421,brownsline&jellic,brown'sline&jellicoe
33422,thedvictoriapark&wynford,victoriapark
33423,brimley&mccowan,bridley&mccowan
33424,lawrencewest&marl,lawrencewest&marlee
33425,sheppard&yongesta,yonge
33426,finch&westin,finchwest&ion
33427,9thstreet&garnett,jane
33428,lawreance&yonge,yonge
33429,con&concordeplace,concordepl&concordeplculdesac
33430,winford&wynforddr,wynford
33431,dundas&parliment,dundaseast&parliament
33432,rey&weston,weston
33433,mcnicoll&queenma,mcnicoll
33434,comay-w&gulliver,culford&gulliver
33435,dufferin&gardiner,dufferin
33436,danfo&danforthave,danforth
33437,barter&wilson,wilson
33438,markham&verne,markham
33439,deerfort&donmills,deerford&donmills
33440,highway&islington,islington
33441,newfoundland&princ,midland
33442,eglin&mtpleasant,erskine&mtpleasant
33443,majormakenzie&mar,majormackenzieeast
33444,robina&vaughan,louise&vaughan
33445,dallnerrd&wilson,dallner&wilson
33446,calendoin&eglinton,caledonia&eglintonwest
33447,bernardb&spadina,bernard&spadina
33448,cres&victoriapark,innismorecres&victoriapark
33449,mcnicoll&middlefie,mcnicoll&middlefield
33450,broadstock&weston,bradstock&weston
33451,mcnicoll&silversta,mcnicoll
33452,daves&ferris,dawes&ferris
33453,dundas&durie,dundas&ion-southboundpl&form
33454,kean&theeastmall,keane&theeastmall
33455,mcnicoll&parmacy,mcnicoll&pharmacy
33456,majormcken&mingay,majormackenzieeast&mingay
33457,morningside&walkwa,morningside&walkwaytoraponicir
33458,beverlyhil&wilson,beverlyhills&wilson
33459,lakesho&royalyork,royalyork
33460,sheppa&washburnway,sheppardeast&washburnway
33461,middlefield&richmo,middlefield&richmondparkblvd
33462,hillgard&scarlett,hillgarden&scarlett
33463,ellesmere&valleyw,ellesmere
33464,brimton&ortonpark,brimorton&ortonpark
33465,birchmount&timberb,birchmount
33466,upperhi&yorkmills,yorkmills
33467,middlefiel&sewells,middlefield
33468,asterdam&o'connor,amsterdam&o'connor
33469,grenoble&panbridge,grenoble&spanbridge
33470,mossbank&scargolf,mossbank&scarboroughgolfclub
33471,birchmo&wintermute,birchmount&wintermuteblvd
33472,newlin&northover,horner
33473,giltspu&northover,giltspur&northover
33474,driftwood&grandrav,grandravine
33475,dund&theeastmall,theeastmall
33476,freel&queen'squay,freeland&queensquayeast
33477,esthershin&leslie,leslie
33478,evansave&hwy427,evans
33479,brimorton&midpine,brimorton&midpines
33480,antibbes&bathurst,antibes&b&hurst
33481,fountainh&sentinel,fountainhead&sentinel
33482,lawrene&starspray,lawrencewest&varna
33483,maarkham&steeles,markham&select
33484,bramblebr&mcnicoll,bramblebrook&mcnicoll
33485,erskine&yonge,yonge
33486,birchmount&noffi,birchmount
33487,abbotsfie&sheppard,ambrose&sheppardeast
33488,cli&wilsonheights,wilson
33489,bakersfie&stregis,bakersfield&regiscresnorth
33490,milita&scarborough,kingston&scarborough
33491,bathurst&eastprom,b&hurst&mascotpl
33492,finch&jonhgarland,finch&ion
33493,martingrove&vulca,martingrove&vulcan
33494,mo&oldkingstonrd,kingston
33495,central&islington,islington
33496,palmer&secord,palmereast&secord
33497,egli&northservice,eglintoneast&northservice
33498,greenbrae&markham,markham
33499,hiddentri&steeles,keele
33500,caledoni&glencarin,caledonia&glencairn
33501,eastli&pirandello,eastliberty&pirandello
33502,amst&victoriapark,amsterdam&victoriapark
33503,exhibitionloop&ma,exhibitionloop
33504,arrowroa&sheppard,arrow
33505,helendaleav&yonge,yonge
33506,kingstion&mornings,kingston&morningside
33507,steeles-l&yonge,yonge
33508,avenuet&davenport,belmont&davenport
33509,jane&yorkwoodsgat,jane
33510,dufferin&hopeso,dufferin&hope
33511,dixon&kiplingea,dixon&kipling
33512,bracecrest&thewes,broughamcres&thewestway
33513,bayview&garniercr,bayview&garniercrt
33514,andreww&stclair,andrew&claireast
33515,dundas&eofolddu,dundaswest
33516,cameron&yonge,yonge
33517,klondiked&steeles,keele
33518,concordpl&wynford,wynford
33519,chiltern&eglinton,chilternhill&eglintonwest
33520,st.&victoriapark,lawrenceeast&victoriapark
33521,brian&pharmary,brian&pharmacy
33522,donmil&freshmedow,donmills&freshmeadow
33523,heathrownor&jane,jane
33524,morningside&steele,morningside
33525,glebmount&mortimer,glebemount&mortimer
33526,tiag&victoriapark,ion&victoriapark
33527,kinggeo&trethewey,trethewey
33528,jarvi&queen'squay,lowerjarvis&queensquayeastnorth
33529,albion&kiplingw,albion&kipling
33530,dorris&finch,norfinch
33531,caigton&pharmacy,craigton&pharmacy
33532,brimley&brooklawn,brimley
33533,dund&thewestmall,thewestmall
33534,concordeplace&mcd,concordepl&concordeg&esouth
33535,birchmount&enterpr,birchmount
33536,lawrenc&portunion,lawrenceeast&portunion
33537,brookbanks&valleyw,brookbanks&valleywoods
33538,brimforas&lawrence,ion&lawrence
33539,parliament&richmon,parliament&richmondeast
33540,martingrove&rampa,martingrove&rampart
33541,don&mountpleasant,eglintoneast&mountpleasant
33542,bellemy&paintedpo,bellamynorth&paintedpost
33543,dundas&eofeastm,dundaseast&yonge-dundas&ion
33544,vald&victoriapark,valdane&victoriapark
33545,brenyonway&johnt,brenyonway&johntabortrail
33546,mccowan&mcnichol,mccowan&mcnicoll
33547,danforth&monarchp,danforth&monarchpark
33548,kingstonrd&overtu,kingston
33549,eglitnon&yonge,yonge
33550,new&princessblvd,aines
33551,finchden&finchdene,finchdenesq&finchdenesq
33552,martingrove&westh,martingrove
33553,bathburn&theeast,hburn&r
33554,balmuto&bloor,bay&elm
33555,burnhamthorpe&old,burnhamthorpe&oldburnhamthorpe
33556,knowles&staines,aines
33557,islington&resource,islington
33558,dawes&taylorcreek,dawes&gower
33559,lawrence&martingr,lawrenceeast&ling
33560,johng&martingrove,martingrove
33561,auklandroa&dundas,aukland&dundaswest
33562,lawrence&thewestw,lawrence&thequeensway
33563,humberwoodblvd&mo,humberwoodblvd&topbanknorth
33564,emmett&veronna,emmett&verona
33565,eglingto&westonrd,weston
33566,bayview&countryla,bayview&countrylane
33567,steele&wintermuire,keele
33568,burnhamthorpe&dund,burnhamthorpe&dundaswestnorth
33569,sheppar&willowdale,sheppardeast&willowdale
33570,mcnichol&tapscott,mcnicoll&tapscott
33571,isabell&sherbourne,isabella&sherbourne
33572,liberty&lynn,eastliberty&lynnwilliams
33573,brookhaven&trethew,brookhaven&trethewey
33574,royalyork&trehome,royalyork&trehorne
33575,mcco&tritontunnel,mccowan&triton
33576,queensway&westmal,thequeensway&thewestmall
33577,amiensm&kingston,kingston
33578,lawrence&oine,lawrencewest&pine
33579,page&victoriapark,pawnee&victoriapark
33580,marsh&st.clair,yonge&claireast-.clair&ion
33581,phamarcy&rannock,pharmacy&rannock
33582,danforthroad&egli,danforth
33583,bridgeland&yorkdal,bridgeland
33584,royalyork&treehor,royalyork&trehorne
33585,dunmel&markham,markham
33586,parklawn&queenswa,parklawn
33587,betrand&kennedy,bertrand&kennedy
33588,vaughan&winnett,vaughan&winonawest
33589,huntingwoo&mccowan,huntingwood&mccowan
33590,bradstoc&westonrd,bradstock&weston
33591,midland&the401,midland
33592,adelaid&parliamant,adelaideeast&parliament
33593,dundas&highway27,dundaswest&highway
33594,beverley&front,berkeley&fronteastsouth
33595,mccowan&middlfield,mccowan&middlefield
33596,richgrove&willowri,richgrove&willowridge
33597,donmills&thedon,donmills
33598,bathurst&reaburn,b&hurst&raeburn
33599,eastonto&sheppard,easton&sheppardwest
33600,martingro&rexdale,martingrove&rexdaleblvd
33601,barthust&burton,b&hurst&burton
33602,farmbor&highway27,airport&highway
33603,wilsonave&yongeb,yonge
33604,breckong&sheppard,breckong&e&sheppardeast
33605,bathurs&harbordst,b&hurst&harbord
33606,bayview&finchjus,bayview
33607,birmingham&islingt,birmingham&islington
33608,bloor&greenlanes,bloorwest&greenlaneseast
33609,front&lowersimco,ormont
33610,royalyork&sinclai,royalyork
33611,attwel&carlingview,attwell&carlingview
33612,lakes&longbranch,lakeshoreblvdwest&longbranch
33613,berkley&king,brimley&kingstonnorth
33614,hyw401&mccowan,mccowan
33615,finch&signa,finch&ion
33616,danforthrd&gordon,danforth
33617,elle&victoriapark,ellesmere&victoriapark
33618,eglintone&torranc,eglintoneast&torrance
33619,morningside&nighst,morningside
33620,sherbourne&wellese,sherbourne
33621,morningside&night,morningside
33622,markham&rogers,markham
33623,alde&parkviewhill,alder&parkviewhillcres
33624,glenlaken&keele,glenlake&keele
33625,makrham&select,markham&select
33626,hepbourn&ossignton,hepbourne&ossington
33627,sherboune&wellesle,sherbourne&wellesleyeast
33628,edge&victoriapark,bedes&victoriapark
33629,eastsi&northqueen,eastside&northqueen
33630,airport&morningst,airport
33631,lawrence&pinre,lawrencewest&pine
33632,midland&sofsteel,midland
33633,thewestway&trehor,thewestway&trehorne
33634,kings&university,eeleswest&founders-yorkuniversity
33635,donlands&stratmore,donlands&sammon
33636,newfoundlan&prices,regiscres
33637,eglitnon&marlee,eglintonwest&marlee
33638,lawre&tutleislamd,island
33639,bagot&varna,lawrencewest&varna
33640,bradst&westonroad,weston
33641,androge&caledonia,caledonia
33642,sofquee&woodbine,queeneast&woodbine
33643,bay&critchleylane,jane
33644,gerryfitz&steeles,keele
33645,dundas&mcmurrayav,dundaswest
33646,eglinton&littlebl,eglintonwest&littleblvd
33647,mcnico&middlefield,mcnicoll&middlefield
33648,gerrad&parliment,gerrardeast&parliament
33649,lochinv&yorkmills,yorkmills
33650,eglinton&windcott,eglintonwest&wincott
33651,mortimer&rosevlet,mortimer&roosevelt
33652,eglinto&highway27,albion&highway
33653,alberfoy&islington,islington
33654,aulargeblv&finch,norfinch
33655,kenendy&shepprad,kennedy&sheppardeast
33656,kiplin&westhumber,kipling&westhumberblvd
33657,donmills&leithhi,donmills&leithhill
33658,finch&midblock,finch&ion
33659,novascot&princess,aines
33660,queenway&windermer,thequeensway&windermere
33661,honeyvi&humberwood,honeyviewpl&humberwoodblvd
33662,majormackenzie&ts,majormackenzieeast
33663,allen&kennartd,mabelle
33664,neils&neilsonroad,neilson&neilsonpark
33665,bayviewlo&steeles,bayview
33666,bisc&victoriapark,bedes&victoriapark
33667,bellamyr&eglinton,bellamynorth&nelson
33668,annabella&kipling,annabelle&kipling
33669,kingston&scarbgol,kingston
33670,hanford&manse,hainford&manse
33671,mapleleaf&veerlan,mapleleaf
33672,cactusw&steeles,cactus
33673,commmissioners&sau,commissioners&saulter
33674,keele&lawrance,keele
33675,breacrest&thewest,broughamcres&thewestway
33676,cheewood&steeprock,chesswood&eeprock
33677,burnhamthorpe&mill,burnhamthorpeloop&mill
33678,ellesmere&scarborb,ellesmere&scarboro
33679,queen&sackville,queeneast&sackville
33680,chesswood&shepperd,chesswood
33681,hwy27north&rexda,wynford
33682,royalyor&terhorne,royalyork&trehorne
33683,lakeshore&royalyo,royalyork
33684,highview&southedg,highview&southedgely
33685,esnaparkloop&ste,eeleseast&victoriaparkloop
33686,camforth&lawrence,carnforth&lawrenceeast
33687,bethn&thorncliffe,northqueennorth&shorncliffe
33688,deepdene&kington,kingston
33689,royalyo&treshorne,royalyork&trehorne
33690,farnbor&highway27,airport&highway
33691,farnborord&hwy27,fenmar
33692,halfwa&morningside,halfway&morningside
33693,dufferin&muir,dufferin
33694,metropolita&warden,metropolitan&warden
33695,emmett&verrona,emmett&verona
33696,bermondse&o'connor,bermondsey&o'connor
33697,lawrrence&markham,markham
33698,highway&mornigside,morningside
33699,donmi&freahmeadow,donmills&freshmeadow
33700,craigton&phamacy,craigton&pharmacy
33701,davenpo&dovercourt,davenport&dovercourt
33702,airpor&morningstar,airport
33703,bette&martingrove,martingrove
33704,armadale&nofbl,oakdale
33705,ellesmere&stoneton,ellesmere
33706,ellesmererd&mccow,ellesmere
33707,daleblo&mckenzie,oakdale
33708,kingston&pinegrove,kingston
33709,esquires&stclair,clair&ion
33710,wilson&wilsonheig,wilson
33711,normanwe&sheppard,brianwest&sheppardeast
33712,bloor&eofjane,jane
33713,ellins&jane,jane
33714,401ov&morningside,morningside
33715,finch&islignton,finchley&islington
33716,edge&princeedward,kingsleagardens&princeedwardsouth
33717,king&river,kingeast&river
33718,mcnich&middlefield,middlefield
33719,gibb&theeastmall,gibbs&theeastmall
33720,princeedward&sunn,princeedwardsouth&sunnyleawest
33721,emerald&steeles,keele
33722,claire&martingrove,martingrove
33723,janewof&wilson,jane
33724,lansdowne&sofst,lansdowne
33725,jane&tretheweyn,jane&trethewey
33726,hwy401bri&weston,weston
33727,gerrard&stmatthew,gerrardeast&m&thews
33728,danfort&hollyhedge,danforth&hollyhedgesouth
33729,scot&theesplanade,lowerjarviseast&theesplanade
33730,rivendell&staines,aines
33731,belfiel&highway27,belfield
33732,donmi&yorkmills,donmills&yorkmills
33733,birchm&huntingwood,birchmount&huntingwood
33734,avenuero&eglinton,islington
33735,esplande&yonge,yonge
33736,leslie&lesmil,leslie&lesmill
33737,islingto&lakeshore,islington&lakeshoreblvdwest
33738,kipling&steeleslo,kipling
33739,lowe&theesplanade,lowerjarvis&theesplanade
33740,lawrenc&staryspray,lawrenceeast
33741,hwy427&nofburnh,cosburn
33742,mi&oldkingstonrd,kingston
33743,victoriapark&yard,victoriapark&yardley
33744,murrayross&shoreh,murrayrosspkwy&shoreham
33745,dollyva&ellsemere,ellesmere
33746,marham&sheppard,markham&sheppardeast
33747,church&isabella,church
33748,birchmiun&eglinton,birchmount&eglintoneast
33749,humber&silverbell,cummer&silverview
33750,brownsline&lakesh,brown'sline&lakeshoreblvdwestnorth
33751,eglinton&lloyd,eglinton&ion
33752,danforth&stdunsta,danforth
33753,fortuneg&lawrence,ion&lawrence
33754,lawrencewest&litt,lawrencewest&little
33755,kings&oldkingston,kingston&oldkingston
33756,littlesrd&oldfin,littles&oldfinch
33757,ellesmere&mornigsi,ellesmere&morningside
33758,alban&westservice,albans&westservice
33759,bloor&colbornelod,bloorwest&colbornelodge
33760,calendonia&schell,caledonia&schell
33761,eglinton&martingro,eglintonwest&martingrove
33762,donmil&spanbridge,donmills
33763,eglinton&scarborou,kingston&scarborough
33764,lawren&moringiside,morningside
33765,queen&rainsford,aines
33766,bannatyne&devean,bann&yne&davean
33767,eglinton&kirknewto,eglinton&ion
33768,airportrd&jetline,airport
33769,klondike&steele,keele
33770,baldoon&neilson,wilson
33771,mani&princes'blvd,aines
33772,birchmount&ridgeto,birchmount
33773,kodiakw&sheppard,kodiakcres&sheppardwest
33774,sentinel&sharpecro,sentinel&sheppardwest
33775,bethnelison&wicks,bethnealson&wicksteed
33776,lawrence&mornignsi,lawrenceeast&morningside
33777,barrym&danforthrd,danforth
33778,bathurst&chabadga,b&hurst&chabadg&e
33779,lakesho&parklawn,parklawn
33780,dennison&markham,denison&markham
33781,elmhurstdr&hinton,elmhurst&hinton
33782,ellesmere&militray,ellesmere
33783,ma&majormackenize,majormackenzieeast&thebridlewalk
33784,highway40&mccowan,highway&mccowan
33785,saulter&viliers,cherry&villiers
33786,aukland&dundasw,aukland&dundaswest
33787,uppermadiso&yonge,uppermadison&yonge
33788,duferin&lawrence,dufferin&lawrencewest
33789,lakesho&longbranch,lakeshoreblvdwest&longbranch
33790,bunr&thewestmall,r&hburn&thewestmall
33791,lawrenceavee&rod,lawrenceeast&ronan
33792,theeastmall&west,theeastmall&westdeaneparksouth
33793,brownsline&finbur,brown'sline&finsburycres
33794,belfield&highway2,belfield
33795,greyston&islington,islington
33796,brace&thewestway,broughamcres&thewestway
33797,coin&garrettjanes,coin&garnettjanes
33798,albion&armelwof,albion
33799,bloornofb&jane,jane
33800,ellesme&morrishrd,ellesmere&morrish
33801,mccrae&millwoood,mcrae&millwood
33802,lawrewnce&weston,weston
33803,arrowroad&sheppar,arrow
33804,nailsonpa&neilson,wilson
33805,clevela&davisville,cleveland&davisville
33806,broadview&mortiner,broadview
33807,keele$albion&we,albion
33808,blackcr&egllinton,blackcreek&eglintonwest
33809,coxwell&plainsroa,coxwell&plains
33810,kingstonroad&mead,kingston
33811,keele&mapleleafd,keele&mapleleaf
33812,furn&victoriapark,furnival&victoriapark
33813,lawrence&ray,lawrence&yonge-lawrence&ion
33814,brownsline&coules,brown'sline&coulescrtnorth
33815,eglinton&lloydman,eglintonwest&lloydmanor
33816,elmhurst&pakenham,elmhurst&senlac
33817,dinnic&mtpleasant,dinnickcres&mtpleasant
33818,jane&oakdale,oakdale
33819,eglinton&vaughan,arlington&vaughan
33820,bathurst&prue,b&hurst&neptune
33821,donlands&fielding,donlands&floyd
33822,mccowan&middlefiel,mccowan&middlefield
33823,little&oldfinch,littles&oldfinch
33824,royal&thewestway,royalyork&thewestway
33825,keele&ypressof,keele
33826,jane&johnnortho,jane
33827,birchmoun&highview,birchmount&highview
33828,elli&thequeensway,ellis&thequeensway
33829,charles&church,church
33830,agate&wildon,wilson
33831,bathust&greenwin,b&hurst&greenwinvillage
33832,braecrest&royalyo,royalyork
33833,richmou&sherbourne,sherbourne
33834,homeview&jane,jane
33835,albion&humberling,albion&humberline
33836,leslie&memorylane,leslie
33837,brunelc&fortyork,toryork
33838,jane&strong,jane
33839,bloor&neilor,bloor&ion-southboundpl&form
33840,brimort&ortonpakr,brimorton&ortonpark
33841,caladonia&leswyn,caledonia&leswyn
33842,donvalley&wynford,wynford
33843,bayview&steelesn,bayview
33844,coxw&uppergerrard,gerrardeast
33845,magwood&varsity,underwood&varsity
33846,arrow&finchw,arrow
33847,dawes&dentoniapar,dawes&dentoniapark
33848,orchidpl&progress,progress
33849,queen'squ&steeles,queensquaywest&rees
33850,dawes&victoriapk,dawes&victoriapark
33851,gerrard&munro,gerrardeast&main
33852,runnymede&ryding,runnymede&ion-eastboundpl&form
33853,kennedy&sclair,kennedy
33854,bellechass&mccowan,mccowan
33855,stains&warbler,aines&warblercir
33856,mountcast&steeles,mountcastleg&e&eeleseast
33857,gerrard&scarboroug,gerrardeast&scarborough
33858,aukland&stalbins,albion
33859,huntingwood&kenned,huntingwood&kennedy
